freq_cpu,freq_gpu,freq_ruby,latency_0,latency_1,latency_2,latency_3,latency_4,power_gpu,ms
3.0,1.0,3.5,1,1,1,1,1,334.603,55.075
3.0,1.5,3.5,1,1,1,1,1,444.739,50.736
3.0,2.0,3.5,1,1,1,1,1,534.234,48.783
3.0,2.5,3.5,1,1,1,1,1,607.896,47.932
3.0,3.0,3.5,1,1,1,1,1,677.76,47.118
