freq_cpu,freq_gpu,freq_ruby,latency_0,latency_1,latency_2,latency_3,latency_4,ms
2.5,1.0,3.0,11,6,11,1,6,100.12499999999999
2.5,1.0,3.0,11,6,11,6,1,100.10100000000001
2.5,1.0,3.0,11,11,1,6,6,100.014
2.5,1.0,3.0,11,11,6,6,1,100.00099999999999
2.5,1.0,3.0,11,11,6,1,6,99.93199999999999
2.5,1.0,3.0,11,1,11,1,6,99.775
2.5,1.0,3.0,11,11,1,6,1,99.71199999999999
2.5,1.0,3.0,11,1,11,6,1,99.68100000000001
2.5,1.0,3.0,11,6,11,1,1,99.678
2.5,1.0,3.0,11,11,1,1,6,99.626
2.5,1.0,3.0,11,11,6,1,1,99.588
2.5,1.0,3.0,6,6,6,11,11,99.58
2.5,1.0,3.0,11,6,6,6,6,99.441
2.5,1.0,3.0,6,6,11,11,6,99.433
2.5,1.0,3.0,6,11,6,11,6,99.40599999999999
2.5,1.0,3.0,6,6,11,6,11,99.292
2.5,1.0,3.0,6,11,6,11,1,99.17999999999999
2.5,1.0,3.0,6,1,6,11,11,99.177
2.5,1.0,3.0,6,6,1,11,11,99.173
2.5,1.0,3.0,6,11,6,6,11,99.12899999999999
2.5,1.0,3.0,11,1,6,6,6,99.101
2.5,1.0,3.0,11,6,1,6,6,99.08600000000001
2.5,1.0,3.0,6,6,11,1,11,99.07100000000001
2.5,1.0,3.0,11,6,6,6,1,99.06
2.5,1.0,3.0,11,6,6,1,6,99.047
2.5,1.0,3.0,6,6,11,11,1,99.039
2.5,1.0,3.0,6,11,1,11,6,99.009
2.5,1.0,3.0,6,1,11,6,11,98.964
2.5,1.0,3.0,6,1,11,11,6,98.94
2.5,1.0,3.0,6,11,11,6,6,98.85199999999999
2.5,1.0,3.0,6,11,6,1,11,98.815
2.5,1.0,3.0,11,1,6,1,6,98.78099999999999
2.5,1.0,3.0,11,6,1,6,1,98.775
2.5,1.0,3.0,6,11,1,11,1,98.753
2.5,1.0,3.0,11,6,1,1,6,98.74000000000001
2.5,1.0,3.0,1,6,6,11,11,98.735
2.5,1.0,3.0,11,1,6,6,1,98.732
2.5,1.0,3.0,6,1,1,11,11,98.719
2.5,1.0,3.0,11,1,1,6,6,98.70799999999998
2.5,1.0,3.0,11,6,6,1,1,98.69600000000001
2.5,1.0,3.0,6,1,11,1,11,98.64200000000001
2.5,1.0,3.0,6,11,1,6,11,98.625
2.5,1.0,3.0,6,1,11,11,1,98.622
2.5,1.0,3.0,6,11,11,6,1,98.556
2.5,1.0,3.0,6,11,11,1,6,98.49900000000001
2.5,1.0,3.0,1,11,6,11,6,98.49
2.5,1.0,3.0,11,6,1,1,1,98.43299999999999
2.5,1.0,3.0,1,6,11,11,6,98.427
2.5,1.0,3.0,1,6,11,6,11,98.422
2.5,1.0,3.0,11,1,6,1,1,98.40700000000001
2.5,1.0,3.0,1,1,6,11,11,98.36600000000001
2.5,1.0,3.0,11,1,1,6,1,98.36399999999999
2.5,1.0,3.0,6,11,1,1,11,98.316
2.5,1.0,3.0,11,1,1,1,6,98.30799999999999
2.5,1.0,3.0,6,11,11,1,1,98.303
2.5,1.0,3.0,1,6,1,11,11,98.3
2.5,1.0,3.0,1,11,6,11,1,98.179
2.5,1.0,3.0,1,6,11,11,1,98.13900000000001
2.5,1.0,3.0,1,11,6,6,11,98.11
2.5,1.0,3.0,1,11,1,11,6,98.095
2.5,1.0,3.0,1,1,11,11,6,98.023
2.5,1.0,3.0,1,6,11,1,11,97.969
2.5,1.0,3.0,1,11,11,6,6,97.913
2.5,1.0,3.0,1,1,11,6,11,97.886
2.5,1.0,3.0,1,11,1,6,11,97.725
2.5,1.0,3.0,1,11,6,1,11,97.716
2.5,1.0,3.0,1,11,11,6,1,97.548
2.5,1.0,3.0,1,11,11,1,6,97.474
2.5,1.0,3.0,6,6,6,11,6,94.96199999999999
2.5,1.0,3.0,6,6,6,6,11,94.831
2.5,1.0,3.0,6,6,6,11,1,94.649
2.5,1.0,3.0,6,6,11,6,6,94.562
2.5,1.0,3.0,6,6,1,11,6,94.49499999999999
2.5,1.0,3.0,6,11,6,6,6,94.435
2.5,1.0,3.0,6,1,6,11,6,94.40700000000001
2.5,1.0,3.0,6,6,6,1,11,94.401
2.5,1.0,3.0,6,1,6,6,11,94.38199999999999
2.5,1.0,3.0,6,6,1,11,1,94.301
2.5,1.0,3.0,6,6,11,6,1,94.25699999999999
2.5,1.0,3.0,6,6,1,6,11,94.24499999999999
2.5,1.0,3.0,6,6,11,1,6,94.209
2.5,1.0,3.0,6,11,6,6,1,94.19
2.5,1.0,3.0,6,1,6,11,1,94.157
2.5,1.0,3.0,6,11,6,1,6,94.128
2.5,1.0,3.0,6,1,11,6,6,94.097
2.5,1.0,3.0,6,1,1,11,6,94.069
2.5,1.0,3.0,1,6,6,11,6,94.04899999999999
2.5,1.0,3.0,6,1,6,1,11,94.03999999999999
2.5,1.0,3.0,6,11,1,6,6,93.987
2.5,1.0,3.0,6,6,11,1,1,93.96000000000001
2.5,1.0,3.0,6,6,1,1,11,93.959
2.5,1.0,3.0,6,1,1,6,11,93.91
2.5,1.0,3.0,1,6,6,6,11,93.901
2.5,1.0,3.0,6,11,6,1,1,93.879
2.5,1.0,3.0,6,1,11,1,6,93.876
2.5,1.0,3.0,6,1,1,11,1,93.874
2.5,1.0,3.0,6,1,11,6,1,93.834
2.5,1.0,3.0,1,6,6,11,1,93.781
2.5,1.0,3.0,1,6,1,11,6,93.749
2.5,1.0,3.0,6,11,1,6,1,93.738
2.5,1.0,3.0,6,11,1,1,6,93.706
2.5,1.0,3.0,1,1,6,11,6,93.686
2.5,1.0,3.0,1,6,11,6,6,93.641
2.5,1.0,3.0,1,1,6,6,11,93.64
2.5,1.0,3.0,6,1,1,1,11,93.634
2.5,1.0,3.0,6,1,11,1,1,93.587
2.5,1.0,3.0,1,11,6,6,6,93.527
2.5,1.0,3.0,1,6,6,1,11,93.506
2.5,1.0,3.0,6,11,1,1,1,93.496
2.5,1.0,3.0,1,6,1,6,11,93.45
2.5,1.0,3.0,1,6,1,11,1,93.44100000000002
2.5,1.0,3.0,1,1,6,11,1,93.347
2.5,1.0,3.0,1,1,1,11,6,93.34400000000001
2.5,1.0,3.0,1,1,11,6,6,93.32399999999998
2.5,1.0,3.0,1,11,6,6,1,93.298
2.5,1.0,3.0,1,6,11,6,1,93.291
2.5,1.0,3.0,1,11,1,6,6,93.25
2.5,1.0,3.0,1,6,11,1,6,93.249
2.5,1.0,3.0,1,1,6,1,11,93.22599999999998
2.5,1.0,3.0,1,1,1,6,11,93.181
2.5,1.0,3.0,1,6,1,1,11,93.13099999999999
2.5,1.0,3.0,1,11,6,1,6,93.116
2.5,1.0,3.0,1,1,11,6,1,92.96900000000001
2.5,1.0,3.0,1,6,11,1,1,92.945
2.5,1.0,3.0,1,11,1,6,1,92.912
2.5,1.0,3.0,1,11,6,1,1,92.89
2.5,1.0,3.0,1,1,11,1,6,92.86999999999999
2.5,1.0,3.0,1,11,1,1,6,92.85600000000001
2.5,1.0,3.0,15,15,15,15,15,128.086
2.5,1.0,3.0,15,1,15,15,15,126.45200000000001
2.5,1.0,3.0,15,15,1,15,15,126.331
2.5,1.0,3.0,1,15,15,15,15,125.15899999999999
2.5,1.0,3.0,15,1,1,15,15,124.264
2.5,1.0,3.0,15,15,15,15,1,119.54499999999999
2.5,1.0,3.0,15,15,15,1,15,119.24600000000001
2.5,1.0,3.0,15,15,1,15,1,117.764
2.5,1.0,3.0,15,1,15,1,15,117.745
2.5,1.0,3.0,15,1,15,15,1,117.67899999999999
2.5,1.0,3.0,15,15,1,1,15,117.33500000000001
2.5,1.0,3.0,1,1,15,15,15,116.201
2.5,1.0,3.0,1,15,1,15,15,116.06
2.5,1.0,3.0,1,15,15,15,1,115.83500000000001
2.5,1.0,3.0,15,1,1,15,1,115.64600000000002
2.5,1.0,3.0,15,1,1,1,15,115.42099999999999
2.5,1.0,3.0,1,15,15,1,15,115.37700000000001
2.5,1.0,3.0,15,15,15,1,1,110.659
2.5,1.0,3.0,15,1,15,1,1,109.07399999999998
2.5,1.0,3.0,15,15,1,1,1,108.96199999999999
2.5,1.0,3.0,15,1,1,1,1,106.872
2.5,1.0,3.0,1,1,1,15,15,106.83099999999999
2.5,1.0,3.0,1,15,1,15,1,106.82
2.5,1.0,3.0,1,1,15,15,1,106.486
2.5,1.0,3.0,1,1,15,1,15,106.44699999999999
2.5,1.0,3.0,1,15,1,1,15,106.03999999999998
2.5,1.0,3.0,1,15,15,1,1,105.754
2.5,1.0,3.0,1,1,1,15,1,97.66300000000001
2.5,1.0,3.0,1,1,1,1,15,97.21800000000002
2.5,1.0,3.0,1,1,15,1,1,96.93
2.5,1.0,3.0,1,15,1,1,1,96.825
2.5,1.0,3.0,11,11,11,11,11,109.624
2.5,1.0,3.0,11,1,11,11,11,108.558
2.5,1.0,3.0,11,11,1,11,11,108.48699999999998
2.5,1.0,3.0,1,11,11,11,11,107.369
2.5,1.0,3.0,11,1,1,11,11,107.127
2.5,1.0,3.0,11,11,11,11,1,105.09500000000001
2.5,1.0,3.0,11,11,11,1,11,104.97099999999999
2.5,1.0,3.0,11,11,1,11,1,104.01400000000001
2.5,1.0,3.0,11,1,11,11,1,103.97400000000002
2.5,1.0,3.0,11,1,11,1,11,103.968
2.5,1.0,3.0,11,11,1,1,11,103.709
2.5,1.0,3.0,1,1,11,11,11,102.823
2.5,1.0,3.0,1,11,1,11,11,102.72499999999998
2.5,1.0,3.0,11,1,1,11,1,102.607
2.5,1.0,3.0,11,1,1,1,11,102.54599999999999
2.5,1.0,3.0,1,11,11,11,1,102.54299999999999
2.5,1.0,3.0,1,11,11,1,11,102.17699999999999
2.5,1.0,3.0,11,11,11,1,1,100.36
2.5,1.0,3.0,11,1,11,1,1,99.42399999999999
2.5,1.0,3.0,11,11,1,1,1,99.285
2.5,1.0,3.0,11,1,1,1,1,98.018
2.5,1.0,3.0,1,1,1,11,11,97.967
2.5,1.0,3.0,1,11,1,11,1,97.79899999999998
2.5,1.0,3.0,1,1,11,11,1,97.71300000000001
2.5,1.0,3.0,1,1,11,1,11,97.703
2.5,1.0,3.0,1,11,1,1,11,97.33800000000001
2.5,1.0,3.0,1,11,11,1,1,97.167
2.5,1.0,3.0,1,1,1,11,1,93.065
2.5,1.0,3.0,1,1,1,1,11,92.833
2.5,1.0,3.0,1,1,11,1,1,92.619
2.5,1.0,3.0,1,11,1,1,1,92.55700000000002
2.5,1.0,3.0,15,11,15,15,15,127.48199999999999
2.5,1.0,3.0,15,15,11,15,15,127.42
2.5,1.0,3.0,11,15,15,15,15,127.40899999999999
2.5,1.0,3.0,15,11,11,15,15,126.62400000000001
2.5,1.0,3.0,15,1,11,15,15,125.55
2.5,1.0,3.0,15,11,1,15,15,125.50799999999998
2.5,1.0,3.0,15,15,15,15,11,124.113
2.5,1.0,3.0,15,15,15,11,15,124.067
2.5,1.0,3.0,15,11,15,15,11,123.48200000000001
2.5,1.0,3.0,15,11,15,11,15,123.464
2.5,1.0,3.0,15,15,11,15,11,123.42999999999999
2.5,1.0,3.0,15,15,11,11,15,123.386
2.5,1.0,3.0,11,11,15,15,15,123.11
2.5,1.0,3.0,11,15,11,15,15,123.01100000000001
2.5,1.0,3.0,11,15,15,15,11,122.846
2.5,1.0,3.0,11,15,15,11,15,122.71600000000001
2.5,1.0,3.0,15,11,11,15,11,122.7
2.5,1.0,3.0,15,11,11,11,15,122.628
2.5,1.0,3.0,15,1,15,11,15,122.45
2.5,1.0,3.0,15,1,15,15,11,122.401
2.5,1.0,3.0,15,15,1,15,11,122.38199999999999
2.5,1.0,3.0,15,15,1,11,15,122.2
2.5,1.0,3.0,11,1,15,15,15,122.052
2.5,1.0,3.0,11,15,1,15,15,121.959
2.5,1.0,3.0,15,1,11,15,11,121.575
2.5,1.0,3.0,15,1,11,11,15,121.483
2.5,1.0,3.0,15,11,1,15,11,121.474
2.5,1.0,3.0,15,11,1,11,15,121.38300000000001
2.5,1.0,3.0,1,11,15,15,15,120.93900000000001
2.5,1.0,3.0,1,15,11,15,15,120.85
2.5,1.0,3.0,1,15,15,15,11,120.804
2.5,1.0,3.0,1,15,15,11,15,120.604
2.5,1.0,3.0,15,1,1,15,11,120.29299999999999
2.5,1.0,3.0,15,1,1,11,15,120.19200000000001
2.5,1.0,3.0,15,15,15,11,11,120.07300000000001
2.5,1.0,3.0,15,11,15,11,11,119.42999999999999
2.5,1.0,3.0,15,15,11,11,11,119.35600000000001
2.5,1.0,3.0,15,15,11,15,1,118.866
2.5,1.0,3.0,15,11,15,15,1,118.833
2.5,1.0,3.0,15,11,15,1,15,118.746
2.5,1.0,3.0,11,11,11,15,15,118.71900000000001
2.5,1.0,3.0,15,11,11,11,11,118.63799999999999
2.5,1.0,3.0,11,11,15,11,15,118.63600000000001
2.5,1.0,3.0,11,15,11,15,11,118.608
2.5,1.0,3.0,11,11,15,15,11,118.56299999999999
2.5,1.0,3.0,15,15,11,1,15,118.471
2.5,1.0,3.0,15,1,15,11,11,118.41300000000001
2.5,1.0,3.0,11,15,11,11,15,118.408
2.5,1.0,3.0,11,15,15,15,1,118.309
2.5,1.0,3.0,15,15,1,11,11,118.26299999999999
2.5,1.0,3.0,15,11,11,15,1,118.11999999999999
2.5,1.0,3.0,11,15,15,11,11,118.104
2.5,1.0,3.0,11,15,15,1,15,118.01599999999999
2.5,1.0,3.0,15,11,11,1,15,117.89
2.5,1.0,3.0,11,1,11,15,15,117.587
2.5,1.0,3.0,11,11,1,15,15,117.56099999999999
2.5,1.0,3.0,11,1,15,11,15,117.513
2.5,1.0,3.0,15,1,11,11,11,117.50000000000001
2.5,1.0,3.0,11,15,1,15,11,117.497
2.5,1.0,3.0,11,1,15,15,11,117.47300000000001
2.5,1.0,3.0,15,11,1,11,11,117.453
2.5,1.0,3.0,11,15,1,11,15,117.18299999999999
2.5,1.0,3.0,15,11,1,15,1,116.997
2.5,1.0,3.0,15,1,11,15,1,116.90100000000001
2.5,1.0,3.0,15,1,11,1,15,116.789
2.5,1.0,3.0,15,11,1,1,15,116.68299999999999
2.5,1.0,3.0,1,11,11,15,15,116.514
2.5,1.0,3.0,1,15,11,15,11,116.43599999999999
2.5,1.0,3.0,1,11,15,15,11,116.38900000000001
2.5,1.0,3.0,1,11,15,11,15,116.355
2.5,1.0,3.0,11,1,1,15,15,116.2
2.5,1.0,3.0,1,15,11,11,15,116.19099999999999
2.5,1.0,3.0,1,15,15,11,11,116.129
2.5,1.0,3.0,15,1,1,11,11,116.12800000000001
2.5,1.0,3.0,15,15,15,11,1,115.406
2.5,1.0,3.0,15,15,15,1,11,115.383
2.5,1.0,3.0,15,15,11,11,1,114.871
2.5,1.0,3.0,15,11,15,11,1,114.803
2.5,1.0,3.0,15,11,15,1,11,114.795
2.5,1.0,3.0,15,15,11,1,11,114.565
2.5,1.0,3.0,11,11,11,15,11,114.228
2.5,1.0,3.0,11,11,11,11,15,114.19200000000001
2.5,1.0,3.0,15,11,11,11,1,114.019
2.5,1.0,3.0,11,11,15,15,1,113.98899999999999
2.5,1.0,3.0,11,15,11,15,1,113.981
2.5,1.0,3.0,11,11,15,11,11,113.959
2.5,1.0,3.0,11,15,11,11,11,113.898
2.5,1.0,3.0,15,11,11,1,11,113.89099999999999
2.5,1.0,3.0,11,11,15,1,15,113.80999999999999
2.5,1.0,3.0,15,1,15,11,1,113.73400000000001
2.5,1.0,3.0,15,1,15,1,11,113.73400000000001
2.5,1.0,3.0,15,15,1,11,1,113.71
2.5,1.0,3.0,11,15,11,1,15,113.62700000000001
2.5,1.0,3.0,11,15,15,11,1,113.611
2.5,1.0,3.0,11,15,15,1,11,113.45599999999999
2.5,1.0,3.0,15,15,1,1,11,113.449
2.5,1.0,3.0,11,11,1,15,11,113.151
2.5,1.0,3.0,11,1,11,11,15,113.148
2.5,1.0,3.0,11,1,11,15,11,113.05699999999999
2.5,1.0,3.0,15,11,1,11,1,112.98599999999999
2.5,1.0,3.0,11,1,15,11,11,112.968
2.5,1.0,3.0,11,15,1,15,1,112.966
2.5,1.0,3.0,15,1,11,11,1,112.929
2.5,1.0,3.0,11,1,15,15,1,112.888
2.5,1.0,3.0,11,1,15,1,15,112.83800000000001
2.5,1.0,3.0,15,1,11,1,11,112.83699999999999
2.5,1.0,3.0,11,11,1,11,15,112.83200000000001
2.5,1.0,3.0,11,15,1,11,11,112.795
2.5,1.0,3.0,15,11,1,1,11,112.719
2.5,1.0,3.0,11,15,1,1,15,112.45
2.5,1.0,3.0,1,11,11,15,11,112.094
2.5,1.0,3.0,1,11,11,11,15,112.028
2.5,1.0,3.0,1,11,15,11,11,111.874
2.5,1.0,3.0,1,15,11,11,11,111.83999999999999
2.5,1.0,3.0,11,1,1,15,11,111.816
2.5,1.0,3.0,1,1,15,11,15,111.74400000000001
2.5,1.0,3.0,1,1,11,15,15,111.743
2.5,1.0,3.0,1,1,15,15,11,111.741
2.5,1.0,3.0,1,15,1,15,11,111.724
2.5,1.0,3.0,11,1,1,11,15,111.653
2.5,1.0,3.0,1,11,1,15,15,111.63800000000002
2.5,1.0,3.0,15,1,1,11,1,111.622
2.5,1.0,3.0,1,15,11,15,1,111.529
2.5,1.0,3.0,15,1,1,1,11,111.46499999999999
2.5,1.0,3.0,1,15,1,11,15,111.41900000000001
2.5,1.0,3.0,1,11,15,15,1,111.33999999999999
2.5,1.0,3.0,1,15,15,11,1,111.139
2.5,1.0,3.0,1,11,15,1,15,111.11699999999999
2.5,1.0,3.0,1,15,11,1,15,110.905
2.5,1.0,3.0,1,15,15,1,11,110.847
2.5,1.0,3.0,15,11,15,1,1,110.112
2.5,1.0,3.0,15,15,11,1,1,109.984
2.5,1.0,3.0,11,11,11,15,1,109.74400000000001
2.5,1.0,3.0,11,11,11,1,15,109.435
2.5,1.0,3.0,11,11,15,11,1,109.395
2.5,1.0,3.0,11,15,11,11,1,109.36800000000001
2.5,1.0,3.0,15,11,11,1,1,109.31299999999999
2.5,1.0,3.0,11,11,15,1,11,109.23299999999999
2.5,1.0,3.0,11,15,11,1,11,109.162
2.5,1.0,3.0,11,15,15,1,1,108.851
2.5,1.0,3.0,11,11,1,15,1,108.667
2.5,1.0,3.0,11,1,15,11,1,108.41
2.5,1.0,3.0,11,1,11,1,15,108.398
2.5,1.0,3.0,11,1,11,15,1,108.379
2.5,1.0,3.0,11,15,1,11,1,108.276
2.5,1.0,3.0,11,1,15,1,11,108.246
2.5,1.0,3.0,15,11,1,1,1,108.223
2.5,1.0,3.0,15,1,11,1,1,108.21600000000001
2.5,1.0,3.0,11,11,1,1,15,108.095
2.5,1.0,3.0,11,15,1,1,11,108.06
2.5,1.0,3.0,1,11,1,15,11,107.378
2.5,1.0,3.0,11,1,1,15,1,107.363
2.5,1.0,3.0,1,1,11,11,15,107.36
2.5,1.0,3.0,1,1,15,11,11,107.321
2.5,1.0,3.0,1,1,11,15,11,107.3
2.5,1.0,3.0,1,11,11,15,1,107.13399999999999
2.5,1.0,3.0,1,15,1,11,11,107.125
2.5,1.0,3.0,11,1,1,1,15,107.114
2.5,1.0,3.0,1,11,1,11,15,107.101
2.5,1.0,3.0,1,15,11,11,1,106.901
2.5,1.0,3.0,1,11,15,11,1,106.734
2.5,1.0,3.0,1,11,11,1,15,106.692
2.5,1.0,3.0,1,11,15,1,11,106.615
2.5,1.0,3.0,1,15,11,1,11,106.43
2.5,1.0,3.0,11,15,11,1,1,104.724
2.5,1.0,3.0,11,11,15,1,1,104.719
2.5,1.0,3.0,11,1,15,1,1,103.695
2.5,1.0,3.0,11,15,1,1,1,103.569
2.5,1.0,3.0,1,1,1,15,11,102.51199999999999
2.5,1.0,3.0,1,11,1,15,1,102.425
2.5,1.0,3.0,1,1,1,11,15,102.369
2.5,1.0,3.0,1,1,11,15,1,102.261
2.5,1.0,3.0,1,15,1,11,1,102.185
2.5,1.0,3.0,1,1,11,1,15,102.047
2.5,1.0,3.0,1,1,15,11,1,102.025
2.5,1.0,3.0,1,1,15,1,11,101.978
2.5,1.0,3.0,1,11,1,1,15,101.78799999999998
2.5,1.0,3.0,1,15,1,1,11,101.676
2.5,1.0,3.0,1,15,11,1,1,101.47
2.5,1.0,3.0,1,11,15,1,1,101.43900000000001
